,regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date,americanArea,condition_num
204,Nordrhein_Westfalen,315.0,combined_heat_and_power_plant,ONE_YEAR_FREE,,True,True,15,5.52,40.0,2090.0,2019.0,113785182,1.0,combined_heat_and_power_fossil_fuels,False,Nordrhein_Westfalen,True,9.0,1775.0,21,141.0,Münster,first_time_use,sophisticated,no,Schaumburgstra&szlig;e,Schaumburgstraße,True,8,apartment,48145,4.0,,3.0,4.0,4,False,6,Münster,Mauritz_West,"Elegante 141m² Wohnung mit großer Dachterrasse im 3. OG eines 2018/2019 erstellten Neubaus mit 13 Wohneinheiten in der Schaumburgstraße. Dieser Neubau eines eleganten Stadthauses, zeichnet sich durch einen kompakten aber auch zugleich großzügigen Baukörper mit sehr guter Bauausführung und modernsten Baumaterialien, sowie hochwertiger Haustechnik aus. Das Haus verfügt über einen Aufzug vom Keller bis zum 3. Obergeschoss. Jede Wohneinheit besticht durch ihren klaren und praktischen Grundriss sowie durch ihren hohen Wohn- und Lebenswert.","In der gesamten Wohnung Eichenstabparkett, Fußbodenheizung und die Bäder mit anthrazitfarbenen Fliesen. Elektrische Rollläden. Gegensprechanlage.",,,2019.0,,,Oct19,1517.7098999999998,5.0
205,Nordrhein_Westfalen,77.5,central_heating,ONE_YEAR_FREE,10.0,False,True,22,4.88,2.4,644.5,2015.0,115688385,,district_heating,True,Nordrhein_Westfalen,False,8.0,567.0,59,32.0,Münster,mint_condition,luxury,,Kolde-Ring,Kolde-Ring,True,4,apartment,48151,1.0,47.5,1.0,5.0,1,False,1,Münster,Aaseestadt,"+++ BESICHTIGUNGEN FINDEN AM 11.02.2020 AB 17.00 UHR STATT. NUR NACH VORHERIGER RÜCKSPRACHE IST EINE BESICHTIGUNG MÖGLICH. BEI INTERESSE SETZEN SIE SICH BITTE MIT UNS IN VERBINDUNG! Vereinbarte Besichtigungstermine, die nicht wahrgenommen werden können, bitten wir telefonisch unter 0251-39727808 abzusagen. Sollten Sie ohne eine rechtzeitige Absage nicht zur Besichtigung  erscheinen, werden wir Sie bei weiteren Wohnungsbesichtigungen nicht mehr berücksichtigen und bitten auch im Interesse anderer Bewerber um Ihr Verständnis. +++ Sie suchen den Komfort eines modernen Neubau-Appartements mit kurzen Wegen zur Uni und in die Innenstadt? Greifen Sie nun zu!!! Dieses tolle Appartement befindet sich im 1. Obergeschoss und lässt keine Wünsche offen. Sie erwartet ein optimaler Grundriss und eine gehobene Ausstattung in Sichtweite zum beliebten Aasee. Die Wohnung im KfW-55 Energiesparhaus kann zum 01.03.2020 bezogen werden.","Das Appartement bietet folgende Ausstattungsmerkmale: • Hochwertige Nolte-Einbauküche mit Backofen, Ceranfeld, Ablufthaube und A++ Kühlschrank mit Gefrierfach. Design in weißer Hochglanzoptik. Bei den Elektrogeräten handelt es sich um Siemens Geräte. • Hochwertiger Bodenbelag aus Feinsteinzeugfliesen im gesamten Appartement • Modernes Badezimmer inklusive Spiegel mit Beleuchtung und Handtuchheizkörper • Zum Appartement gehört ein schöner Balkon mit einem Bodenbelag aus WPC-Terrassendielen in Holzoptik. • Der separate Abstellraum gegenüber dem Badezimmer kann perfekt als begehbarer Kleiderschrank genutzt werden und ist bereits mit einer Kleiderstange ausgestattet • Angenehmes Wohnklima durch gesteuerte Wohnraumlüftung • Internet-Grundversorgung sowie digitaler TV-Kabelanschluss bereits in den Nebenkosten enthalten • Fenster mit Dreifachverglasung und elektrischen Außenrollläden zum kompletten Abdunkeln des Appartements. • Gegensprechanlage mit Türöffner und Türspion Darüber hinaus verfügt das Gesamtobjekt über die folgenden Vorzüge: • Über den Personenaufzug können alle Etagen des Objekts komfortabel und barrierefrei erreicht werden • Niedrige Energiekosten auf Grund des KfW-55-Energiestandards sowie funkgesteuerte Verbrauchserfassung (für Wasser- und Heizverbrauch) • Energiesparende LED-Beleuchtung mit Bewegungsmeldern in allen Fluren und  Gemeinschaftsbereichen. • Gemeinschaftlicher Waschraum mit Waschmaschinen und Trocknern auf Münzbasis (keine Waschmarken) • Abschließbare und überdachte Fahrradabstellmöglichkeiten im Innenhof • Hausmeisterservice für Treppenhausreinigung, Gartenpflege und Winterdienst HINWEIS: Bei diesen Objektfotos handelt es sich um Fotos einer baugleichen Wohnung im Objekt.",,,,,,Feb20,344.4448,6.0
207,Nordrhein_Westfalen,200.0,district_heating,ONE_YEAR_FREE,,False,True,0,4.97,40.0,798.5,,114010572,,district_heating,True,Nordrhein_Westfalen,True,,598.5,,63.0,Münster,well_kept,,,no_information,,True,4,other,48157,2.0,,2.0,3.0,2,False,3,Münster,Coerde,"2 Räume, 1 Küche mit Küchenzeile, 1 Balkon, 1 Duschbad/Toilette, 1 Kellerraum, Zur Mitbenutzung: Fahrradkeller und Münz-Wasch- und -Trockener im Waschkeller vorhanen. Fahrstuhl im Haus,",,,,,,,Feb20,678.1256999999999,0.0
208,Nordrhein_Westfalen,175.0,central_heating,ONE_YEAR_FREE,,False,True,23,4.66,40.0,925.0,,115506526,,gas,True,Nordrhein_Westfalen,True,,750.0,,75.0,Münster,fully_renovated,normal,no,no_information,,False,5,apartment,48145,3.0,,3.0,,3,False,3,Münster,Herz_Jesu,"Mehrfamilienhaus in massiver Bauweise errichtet, Klinker als Verblendmauerwerk, Satteldach, Keller mit Außenzugang, insgesamt 4 Geschosse, das Dachgeschoss dient Abstellzwecken und ist mit separaten Abstellboxen ausgestattet. Auch kann dieser als Trockenboden genutzt werden. Die Wohnung liegt im III. OG und ist über ein freundlich sauberes Treppenhaus zu erreichen. Die Wohnung verfügt über einen Balkon. Die Wohnung ist komplett renoviert, wie Einbau neuer Fenster mit Rollläden, komplett neues Bad, neuer Venyl-Bodenbelag in Parkettoptik, komplett neuer Anstrich/Raufaser weiß etc. Das Gäste-WC dient z.Zt. als Abstellraum und verfügt einen Waschmaschinenanschluss. Im Keller ist ferner ein Wasch- und Trockenkeller untergebracht, hier kann auch die eigene Waschmaschine aufgestellt werden. Wohnraumaufteilung: Zimmer I ca. 20 m², Zimmer II ca. 12,50 m², Zimmer III ca. 16,50 m², Küche ca. 8,50 m², Badezimmer 3,50 m², Gäste-WC/Abstellraum 1,50 m², Diele/Flurbereich 10,50 m². Balkon/Loggia ca. 2 m².","Die Wohnung ist mit einem eleganten Venyl-Bodenbelag in Parkettoptik ausgestattet, die Innentüren sind weiß gestrichen. In Diele befindet sich ein geräumiger Einbauschrank. Das innenliegende Bad ist mit einer Badewanne mit Duschabtrennung, einem Waschbecken und WC ausgestattet. Die komplette Wohnung ist frisch gestrichen mit Raufaser/weiß. Die Wohnung ist ebenfalls mit einer neuen Einbauküche inkl. aller Elektrogeräte ausgestattet. Für die neue und noch nicht benutzte Einbauküche wird ein Nutzungsentgelt von mtl. 50,00 € erhoben. Alternativ kann die Einbauküche auch für 5.000 € gekauft werden.",,,2019.0,,,Feb20,807.2925,2.0
209,Nordrhein_Westfalen,480.0,,ONE_YEAR_FREE,,False,True,1,4.74,40.0,2970.0,,113860905,,,False,Nordrhein_Westfalen,False,,2490.0,40b,160.0,Münster,fully_renovated,luxury,no,Scheffer Boichorststr.,Scheffer_Boichorststr.,False,9,ground_floor,48149,4.0,,0.0,2.0,4,True,7,Münster,Sentrup,"Top grüne und sehr ruhige Lage, in direkter Nähe zu den Unikliniken, großer nicht einsehbarer Garten zur alleinigen Nutzung, große Terrasse, offene Küche, ideal für eine Familie, Arzthaushalt,  2490,- € Nettokaltmiete, zzgl. 480,- € Nebenkosten incl. Heizkosten, zzgl. Doppelgarage 160,- €, zzgl. Kaution ab 01.11.2019",,,,2019.0,,,Oct19,1722.224,2.0
210,Nordrhein_Westfalen,330.0,district_heating,,,False,False,6,4.84,,825.0,2016.0,113861134,,district_heating,True,Nordrhein_Westfalen,False,9.0,495.0,39,28.0,Münster,mint_condition,sophisticated,,Berliner Platz,Berliner_Platz,True,3,apartment,48143,1.0,44.3,14.0,14.0,1,False,1,Münster,Bahnhofsviertel,"So lässt es sich wohnen: Ein D-partment mitten in Münsters neuem Bahnhofsquartier lässt keine Wünsche offen. Erst recht keine Extrawünsche. Unsere D-partments sind voll ausgestattet und verschaffen Ihnen mit individuellem Service Freiräume und Zeit für das, was Ihnen wirklich wichtig ist: Ihre Arbeit, Ihre Familie, Ihre Freunde oder einfach nur entspanntes Wohnen.","Machen Sie es sich bequem! Unsere D-partments sind mit modernen Designmöbeln und einer praktischen Multifunktionswand ausgestattet. Auch an Unterhaltung ist gedacht: Highspeed-Internet und HD-TV sind selbstverständlich inklusive. Zum Einziehen benötigen Sie nicht viel mehr als Ihren Koffer. Machen Sie nach der Arbeit Radtouren, statt Wäsche zu waschen oder lesen Sie ein Buch, statt Blumen zu gießen. Unser Full-Service gibt Ihnen den Freiraum, den Sie sich wünschen. Bei uns ist an alles gedacht: Unser Haus verfügt über einen zentralen Waschraum mit Waschmaschinen und Trocknern sowie eine Fahrradtiefgarage mit 150 Stellplätzen. Der Zugang ins Haus erfolgt überall voll-elektronisch.",,A,,,,Oct19,301.3892,6.0
211,Nordrhein_Westfalen,130.46,district_heating,ONE_YEAR_FREE,,True,False,2,4.9,40.0,505.31,2020.0,115611402,1.0,district_heating,True,Nordrhein_Westfalen,False,9.0,374.85,28/30,35.7,Münster,,sophisticated,no,Dunantstra&szlig;e,Dunantstraße,True,2,apartment,48151,1.5,,,,1,False,1,Münster,Aaseestadt,Bei dieser ansprechenden Immobilie handelt es sich um einen Erstbezug in eine Etagenwohnung. Das Appartement lässt sich bequem über einen Fahrstuhl erreichen und ist barrierefrei zugänglich.,"Barrierearm, Einbauküche: Spülmaschine, Backofen, Induktionskochfeld, Kühlschrank inkl. Gefrierfach, Mikrowelle, Spiegelschrank im Bad, Lampen in allen Räumen, Fahrradkeller, Waschkeller inkl. Trocknern",,,,,,Feb20,384.27123,3.0
213,Nordrhein_Westfalen,250.0,central_heating,ONE_YEAR_FREE,,False,True,8,6.67,40.0,925.0,1993.0,111256424,,gas,False,Nordrhein_Westfalen,True,5.0,675.0,30A,75.0,Münster,well_kept,,,Angelsachsenweg,Angelsachsenweg,False,5,ground_floor,48167,3.0,119.0,0.0,2.0,3,False,3,Münster,Gremmendorf_West,"Diese helle, freundliche 3-Zimmer- Wohnung mit Balkon liegt im Erdgeschoss eines Mehrfamilienhauses.",Helle geflieste Böden sorgen für eine angenehme Atmosphäre. Der große sonnige Wohnraum mit Balkon ist hell und freundlich. Das Bad ist mit einer Badewanne ausgestattet. Zur Wohnung gehört auch noch ein Kellerraum. Desweiteren besteht im Waschkeller die Möglichkeit eine eigene Waschmaschine aufzustellen.,,D,,,,May19,807.2925,0.0
214,Nordrhein_Westfalen,170.0,gas_heating,,,False,False,5,5.32,,1100.0,,110592036,1.0,gas,True,Nordrhein_Westfalen,True,,770.0,,59.0,Münster,,luxury,,no_information,,False,5,ground_floor,48159,3.0,,0.0,3.0,3,True,2,Münster,Uppenberg,"Erstbezug, nach kompletter Sanierung, wie ein Neubau, ebenerdige Dusche, Bad mit großem Fenster, alle Räume mit hohen Decken und großen Fenstern, Schiffsbodenparkett in der Küche und in den Schlafzimmern, schicke Einbauküche etc. 385,- € Nettokaltmiete pro Person, zzgl. 60,- € Küche, zzgl. 85,- € Nebenkosten incl. Heizkosten, zzgl. 1 Stellplatz 40,- € = 570,- € Warmmiete, 1 Person ohne Stellplatz 530,- €","incl. hochwertiger Küche, für 1 Studenten 530,- incl. Nebenkosten und Heizkosten und für 1 Studenten incl. Nebenkosten, Heizkosten und Stellplatz 570,- € es werden insgesamt 3 - 2er WG´s fertiggestellt und 1 - 3er WG (Komplettsanierung) wie Neubau",,NO_INFORMATION,2019.0,,,May19,635.0701,3.0
215,Nordrhein_Westfalen,0.0,oil_heating,ONE_YEAR_FREE,,False,True,1,5.94,40.0,202.0,,112646509,,oil,True,Nordrhein_Westfalen,True,,202.0,13,25.0,Münster,well_kept,simple,no,Angelsachsenweg,Angelsachsenweg,False,1,apartment,48169,2.0,,1.0,2.0,2,True,1,Münster,Gremmendorf_West,"Wir bieten die einmalige Möglichkeit, in einem ehemaligen Britenhaus in Münster in eine Hauswächter-Wohngemeinschaft einzusteigen und die Vorteile eines Einfamilienhauses zu nutzen. Das Angebot besteht im EG aus einer voll ausgestatteten Küche, einem großzügigen Wohn-/Essbereich und einem WC. Abgerundet wird das Haus in der 1. EG durch 1 Schlafzimmer und ein Wannenbad. Das absolute Highlight ist der eigene Garten, der von den Hauswächtern genutzt und gepflegt werden kann. Aktuell ist bereits ein Hauswächter im Objekt anwesend und freut sich auf einen weiteren Mithauswächter. Da alle Hauswächter volljährig sein müssen, können wir uns Konzept leider Familien mit Kindern nicht anbieten. Wir freuen uns auf Ihre Bewerbungen unter https://de.cameloteurope.com/",Im Gebäude befindet sich eine Küche.,0.0,,,,,Feb20,269.0975,0.0
216,Nordrhein_Westfalen,310.0,floor_heating,,,True,False,13,5.7,,1200.0,2019.0,111262511,,district_heating,True,Nordrhein_Westfalen,False,9.0,890.0,47+49,65.0,Münster,first_time_use,sophisticated,no,Bahnhofstra&szlig;e,Bahnhofstraße,True,6,apartment,48143,2.0,52.4,5.0,6.0,2,False,3,Münster,Bahnhofsviertel,"Die hier angebotene Wohnung ist Teil der neu entstehenden Wohnanlage „Universe“. Sie befindet sich in zentraler Lage in unmittelbarer Nähe zum Münsteraner Hauptbahnhof. Das nach neusten energetischen Standards (KfW 55) errichtete Universe beherbergt insgesamt 91 voll möblierte Wohnungen – ideal für Studenten und Pendler, die flexibel bleiben möchten. Das Gebäude verfügt über zwei Aufzüge, die von der Tiefgarage bis in jedes Geschoss führen. Gesicherte Unterstellmöglichkeiten für Ihr Fahrrad befinden sich in der Tiefgarage und im Innenhof. Für Ihren PKW gibt es zudem 12 Stellplätze in der Tiefgarage, die Sie bei Bedarf für einen Mietpreis von 100,00 EUR/ Monat anmieten können. Das Apartment wird mit einer Mindestmietdauer von 6 Monaten vermietet. Danach gilt die gesetzliche Kündigungsfrist von 3 Monaten. Die Kosten für Strom und Internet sind bereits in den Nebenkosten enthalten. Eine jährliche Abrechnung der Nebenkosten erfolgt nicht.","Diese großzügig geschnittene 2-Zimmerwohnung im fünften Obergeschoss bietet sich durch die optimale Raumaufteilung für eine Wohngemeinschaft an. Die Wohnung empfängt Sie in dem großzügigen Flur, in dem eine praktische Garderobe sowie ein Sideboard für den nötigen Stauraum sorgen. Von hier aus gelangen Sie in die moderne Küche mit einer tollen Küchenzeile mit capuccinofarbenen Fronten und hochwertigen Elektrogeräten (Kühlschrank mit Gefrierfach, Mikrowelle mit Backfunktion und 2-Platten-Herd). Als Sitzgelegenheit dient ein weißer Bartisch mit zwei Barhockern. Das erste Schlafzimmer wurde mit einem weißen Bett (120 x 200 cm) inklusive Bettkasten, einem Kleiderschrank und einem modernen Arbeitsbereich mit Schreibtisch und Stuhl ausgestattet. Durch das Aufstellen von großen Kissen kann das Bett gleichzeitig als Sofa fungieren. Der zweite Schlaf- oder Wohnraum wurde ebenso mit einem Schreibtisch und Stuhl sowie einem Kleiderschrank möbliert. Die Schlafmöglichkeit ist durch ein ausziehbares Schlafsofa mit Matratze gegeben. Zwei Beistelltische, die Sie als Nacht- oder TV-Tische nutzen können, runden die Möblierung ab. In dem Badezimmer wurde ebenso auf eine moderne Ausstattung geachtet: Neben den hochwertigen Armaturen und der ebenerdigen Dusche wurden ein Handtuchheizkörper zusätzlich zur Fußbodenheizung sowie ein Badspiegel mit integrierter Beleuchtung und ein Badschrank eingebracht. Die Möblierung im skandinavischen Look ist perfekt auf die Wohnung abgestimmt, sodass Sie keine weiteren Möbel mitbringen müssen. Die bodentiefen Fenster in jedem Raum sorgen zudem für einen ausreichenden Lichteinfall. Die Wohnung verfügt über eine Fußbodenheizung mit Temperaturreglern in jedem Raum, 3-fach verglaste Fenster und Sonnenschutz mittels Verdunkelungsvorhängen. Zusätzlich gibt es einen großen Abstellraum in der Wohnung sowie einen allgemeinen Wasch- und Trockenraum mit Münzzählern im Keller. Sämtliche Böden wurden mit hochwertigem PVC-Boden in Holzoptik ausgelegt. Die Ausstattungsmerkmale im Überblick: • Maßgefertigtes Mobiliar und Küche • Aufzug zu der Wohnung • Fußbodenheizung mit Temperaturregler in jedem Raum • Sonnenschutz mit mittels Verdunkelungsvorhängen • 3-fach-verglaste Fenster mit Pilzbeschlag (gegen Aufhebeln) • Hochwertige Innenausstattung • Handtuchheizkörper im Bad (zusätzlich zur Fußbodenheizung) • Großzügiger Badspiegel mit integrierter Beleuchtung • allgemeiner Wasch- und Trockenraum mit Münzzählern Bitte beachten Sie, dass es sich bei den hier verwendeten Fotos um Beispielfotos handelt und nicht der tatsächlich angebotenen Wohnung entsprechen.",,A,,,,May19,699.6535,5.0
217,Nordrhein_Westfalen,240.0,gas_heating,ONE_YEAR_FREE,,False,True,10,4.17,40.0,1540.0,1963.0,114624376,,gas,True,Nordrhein_Westfalen,False,2.0,1300.0,,120.0,Münster,mint_condition,sophisticated,,no_information,,False,7,roof_storey,48155,5.0,,1.0,1.0,5,True,5,Münster,Mauritz_Ost,"Diese attraktive, neuwertige DG-Wohnung im ersten OG zeichnet sich durch eine gehobene Innenausstattung aus und kann zum 01.01.2020 bezogen werden. Zu der Wohnung zählen fünf schöne Zimmer. Ein aktueller Energieausweis liegt vor. Auch der gute Schnitt, der sich auch für WGs eignet, überzeugt. Zu einem ganz besonderen Schmuckstück wird die Immobilie dadurch, dass es nicht nur zwei Balkone gibt, sondern Sie sich auch im Garten an der frischen Luft aufhalten können. Die zur Wohnung gehörende Einbauküche spart Ihnen Zeit und Geld gegenüber einem Neukauf.","1.OG, separater Eingang, Dachschrägen, teilw. Einbaumöbel, Eichenparkett, Terrakotto-Boden, offener Kamin, Nichtraucher",,,2016.0,,,Feb20,1291.668,6.0
218,Nordrhein_Westfalen,250.0,district_heating,ONE_YEAR_FREE,,True,True,14,4.31,40.0,1465.0,2019.0,113134657,1.0,district_heating,False,Nordrhein_Westfalen,True,9.0,1145.0,9,99.6,Münster,first_time_use,sophisticated,,Petronillaplatz,Petronillaplatz,True,7,maisonette,48157,3.0,32.0,3.0,4.0,3,False,4,Münster,Handorf,Die Wohnung befindet sich in einem 08/2019 fertiggestellten - neu errichteten - Mehrfamilienhaus im Herzen von Handorf. Das Gebäude verfügt über einen Personenaufzug und eine Tiefgarage. Ein zusätzlicher Abstellraum im Keller ist der Wohnung zugeordnet.,Die Wohnung ist mit pflegeleichtem Bodenbelag ausgestattet. Bäder und Naßräume haben einen Feinsteinzeugboden. Die Wände sind weiß gestrichen. Fußbodenheizung. Elektrische Rollläden. Balkon.,,,,,,Feb20,1072.08444,5.0
219,Nordrhein_Westfalen,,,ONE_YEAR_FREE,,False,True,10,4.51,40.0,1990.0,,113077342,2.0,,False,Nordrhein_Westfalen,True,,1990.0,8,125.0,Münster,first_time_use,luxury,yes,Rudolf-von-Langenstra&szlig;e,Rudolf-von-Langenstraße,False,8,apartment,48147,4.5,,1.0,2.0,4,False,6,Münster,Kreuzviertel,"Ab sofort können Sie diese 3,5-Zimmer Wohnung im 1. OG, die durch eine luxuriöse Innenausstattung sowie durch den großzügigen Balkon mit Blick auf Münsters Kreuzkirche besticht, beziehen. Bei dieser ansprechenden Immobilie handelt es sich um einen Erstbezug. Zwei PKW-Stellplätze mit einer Elektroladesäule sind OPTIONAL zu mieten.","Eichenparkett, Gaskamin, Fußbodenheizung, Loggia mit Blick auf die Kreuzkirche, OPTIONAL zwei PKW-Stellplätze vor dem Haus mit Elektroladesäule, Videogegensprechanlage, bodentiefe Dusche, Tageslicht-Gäste-WC mit Duschbad, elektrische Außenrollläden, Kellerraum, Fahrradport, energieeffizient gebaut.",,,,,,Oct19,1345.4875,5.0
220,Nordrhein_Westfalen,450.0,floor_heating,ONE_YEAR_FREE,,False,True,10,6.03,40.0,2140.0,2001.0,111261829,,gas,True,Nordrhein_Westfalen,True,6.0,1640.0,,137.0,Münster,well_kept,sophisticated,,no_information,,True,8,apartment,48155,4.0,78.1,,,4,False,6,Münster,Herz_Jesu,"Diese toll gepflegte und wunderbar gelegene 4-Zimmer-Wohnung befindet sich im Obergeschoss einer kleinen Wohneinheit. Sie verfügt über ein helles über ca. 40m² großes Wohn-Esszimmer mit einer großen Fensterfront und direktem Zugang zu dem sehr großzügigen Balkon, der sich über die komplette Wohnungsbreite zieht, so dass Sie von der an den Wohnbereich angrenzenden, abgeschlossenen Küche mit Einbauküche ebenfalls einen Zugang haben. Nur von der Küche aus erreichbar ist der Hauswirtschafts- bzw. Vorratsraum mit ausreichend Platz und Anschluss für Waschmaschine und Trockner. Auf der gegenüberliegenden Seite, getrennt durch die Diele finden Sie die drei Schlafräume, bzw. Arbeits- oder Gästezimmer, das luxuriöse Badezimmer mit Badewanne und Dusche und dem Highlight der Wohnung: Die Sauna! Die Wohnbereiche und die Küche sind mit hochwertigem Parkett ausgelegt, welches vor Einzug noch neu abgeschliffen wird. Im Badezimmer finden Sie Fliesen als Bodenbelag.  Zusätzlich ist die Wohnung mit Einbauschränken und einer Videogegensprechanlage ausgestattet. Selbstverständlich befindet sich in dem Objekt ein Aufzug, der Sie auch direkt in die Tiefgarage befördert. Natürlich gehört zu dieser schönen Wohnung ein eigener Kellerraum, ein Waschkeller, sowie ein Fahrradkeller. Wir hoffen, Sie neugierig gemacht zu haben und würden uns freuen Ihnen dieses außergewöhnliche Objekt in einem persönlichen Termin vorstellen zu dürfen.","-    Top Lage -    Großzügig & Hell -    Kleine Wohneinheit -    Sauna -    Bad mit Dusche und Wanne -    Einbauschränke -    Einbauküche -    vor Einzug neu abgeschliffener Parkettboden -    Fußbodenheizung -    Gegensprechanlage mit Videoüberwachung -    Aufzug -    Waschkeller -    Fahrradkeller -    Tiefgarage -    KM 1.640,00€ + 50,00€ Garage + HK/NK",,,,,,May19,1474.6543,0.0
221,Nordrhein_Westfalen,135.0,central_heating,ONE_YEAR_FREE,10.0,False,True,6,4.69,2.4,860.0,1972.0,100351789,,gas,False,Nordrhein_Westfalen,True,3.0,725.0,42,64.0,Münster,modernized,sophisticated,no,Veghestra&szlig;e,Veghestraße,False,5,apartment,48149,2.0,264.6,2.0,2.0,2,False,3,Münster,Neutor,"Die gut geschnittene, helle 2-Zimmerwohnung befindet sich im ersten Stock einer zweigeschossigen, sehr gepflegten Anlage mit 30 Wohnungen. Zur Wohnung gehört ein  geräumiger Kellerraum. Im Gemeinschaftskeller sind eine Waschmaschine und ein Trockner (Wertmarkenautomat), sowie ein Trockenraum für die Wäsche vorhanden. Ebenso steht ein gemeinschaftlich genutzter Kellerbereich für Fahrräder zur Verfügung.","Großer Balkon (Südwestlage), abgeschlossene Küche, renoviertes Tageslichtbad (Dusche), hochwertige Marmorböden, neue, im Wohnbereich bodentiefe Fenster mit Rolläden. Der Endenergiebedarfkennwert stammt aus 2011. Seitdem wurden energetische Sanierungen durchgeführt: neue Heizungsanlage (2015), neue Fenster (2017).",,,2017.0,,,Feb20,688.8896,1.0
222,Nordrhein_Westfalen,,,ONE_YEAR_FREE,,False,True,10,4.29,40.0,770.0,,115682554,,,True,Nordrhein_Westfalen,False,,770.0,42,39.0,Münster,,,,Gertrudenstra&szlig;e,Gertrudenstraße,True,5,apartment,48149,1.0,,,,1,False,1,Münster,Kreuzviertel,"ZWISCHENMIETE. Ich vermiete meine 39m2 große 1-Zimmer-Wohnung zur Zwischenmiete (an Nichtraucher und keine Haustiere) vom 1.März bis zum 27.September. Die Wohnung ist im begehrten Kreuzviertel gelegen und nur 5-10 Minuten vom Schloss, der ULB und der Altstadt entfernt. Sie hat einen Balkon und ist voll möbliert. Den Fernseher und die Matratze werde ich allerdings mitnehmen. Im Preis enthalten sind neben den Möbeln auch ein Internetvertrag sowie die Nutzung einer privaten Waschmaschine und eines privaten Trockners im Waschkeller. Falls Interesse an der Wohnung oder einer Besichtigung besteht, könnt ihr mir gerne eine Nachricht schreiben, in der ihr euch kurz beschreibt. Ich melde mich dann zeitnah bei euch.",,,,,,,Feb20,419.7921,3.0
223,Nordrhein_Westfalen,60.0,central_heating,ONE_YEAR_FREE,,False,False,6,4.88,40.0,550.0,1968.0,115667700,,oil,True,Nordrhein_Westfalen,True,2.0,440.0,23,35.18,Münster,well_kept,normal,no,Hammer Stra&szlig;e,Hammer_Straße,True,3,apartment,48153,1.0,102.0,1.0,4.0,1,False,1,Münster,Josefsviertel,Stundentenhaus im Zentrum von Münster Einkaufsmöglichkeiten im direkten Umfeld Stellplatz Anmietung möglich zentrale Lage Stellplatz in Tiefgarage kann dazu gemietet werden,"1 großes Zimmer mit Kochnische, Duschbad, Flur, Keller Wohnung ist bezugsfertig Im Keller stehen 2 Waschmaschinen und 1 Trockner mit Münzeinwurf zur Verfügung.",50.0,,,,,Feb20,378.674002,0.0
224,Nordrhein_Westfalen,150.0,central_heating,ONE_YEAR_FREE,,False,False,7,4.24,40.0,680.0,,115641865,,gas,False,Nordrhein_Westfalen,False,,530.0,,62.0,Münster,well_kept,normal,no,no_information,,False,4,roof_storey,48163,2.0,,2.0,2.0,2,False,3,Münster,Amelsbüren,"Diese freundliche DG-Wohnung im zweiten Stock kann zum 01.04.2020 bezogen werden. Zu der Wohnung zählen zwei einladende Zimmer, dazu ein Spitzboden der auch als Schlafzimmer genutzt werden kann.","Fließen, Balkon, Eckbadewanne",,,,,,Feb20,667.3618,0.0
225,Nordrhein_Westfalen,175.0,oil_heating,ONE_YEAR_FREE,,False,True,9,5.04,40.0,765.0,1974.0,88780107,,oil,True,Nordrhein_Westfalen,True,3.0,590.0,16,69.0,Münster,refurbished,,negotiable,B&ouml;ddingheideweg,Böddingheideweg,False,4,raised_ground_floor,48167,2.0,120.0,1.0,3.0,2,False,3,Münster,Gremmendorf_Ost,"Diese gut geschnittene und sehr gepflegte 2-Zimmer-Wohnung liegt im Hochparterre eines 6-Parteien-Hauses. Die Wohnung besteht aus einem Wohnzimmer, einem Schlafzimmer, einer Küche, einem Duschbad und einer Diele mit Einbauschrank. Das Highlight dieser Wohnung ist die zum Süden heraus gelegene große Terrasse von ca. 32,5 qm mit Markise.  Zu der Wohnung gehört ein separater Kellerraum sowie ein Gemeinschaftswaschkeller mit Waschmaschine und ein Fahrradkeller. Für die Waschmaschine besteht auch in der Wohnung im Dielenschrank eine Aufstellmöglichkeit. Die Einbauküche ist im Mietpreis enthalten.","In der Küche befindet sich eine weiße Einbauküche mit einem E-Herd, Kühlschrank und Gefrierschrank. Das Bad wurde 2016 komplett saniert. Der Badezimmerschrank inkl. Spiegel sind im Mietpreis enthalten. Im Schlafzimmer befindet sich Ahorn-Parkettboden.",,,2016.0,,,Oct19,742.7090999999999,4.0
